profile_id,archetype,is_fraud,fraud_severity,case_type,niche,follower_count,following_count,posts_count,account_age_months,avg_likes,avg_comments,avg_views,engagement_rate,like_comment_ratio,follower_following_ratio,view_follower_ratio,growth_spike_score,audience_geo_mismatch,audience_real_ratio,comment_authenticity,profile_pic_flag,bio,sample_comments,post_caption,audience_note
BON-00069,bought_followers,1,61.4,masked_fraud,sports,200754,4112,740,104,11209,198,577914,5.68,56.4,48.8,2.88,0.49,0.377,0.697,0.766,0,Sports enthusiast sharing workout tips and game insights.,Love your routine! Nice work out! || Great game strategy advice - thanks! || Always motivated by your success! || Nice post! Inspiring!,Check out my latest workout haul & tips! 🏋️‍♂️💪 #FitnessMotivation,Mainly fitness enthusiasts looking for motivation and tips.
BON-00070,ai_persona,1,82.8,normal,food,236261,8608,417,108,12041,109,237633,5.14,109.7,27.4,1.01,0.82,0.548,0.649,0.495,1,Excited to share kitchen hacks & tasty recipes.,"Love your recipes! 🍰- || Tasty dishes, thanks! || Can't wait for more ideas! 🥘- || Yum, your posts always inspire me! 🍽️",New month - new recipes ready to cook! Try this vegan stir-fry - it's delicious!,My audience loves easy-to-follow recipes and tasty ideas.
BON-00071,micro_real,0,11.0,trap_clean,wellness,17025,1329,137,12,927,16,26081,5.55,54.6,12.8,1.53,0.436,0.282,0.827,0.574,0,Empowering wellness through simple yet impactful tips. Join my journey!,Good vibes! || Absolutely! || || Inspiring!,5 Ways to Boost Your Mood Naturally - Start Today!,Small but dedicated community passionate about holistic health.
BON-00072,ai_persona,1,72.5,normal,beauty,35553,609,539,111,1558,13,10840,4.42,114.4,58.4,0.3,0.597,0.417,0.761,0.481,1,Always on your best beauty routine. #beauty #fashion #makeupartist,Nice look! Beauty lover here! || Absolutely stunning - love it! || Gorgeous - so pretty! || Always on trend - beautiful!,Just got back from a fabulous makeup session at @MakeupArtistStudio. Can't wait to show you all the new tricks! 🌟#makeup #session #glam,Audience is fashion-conscious women who appreciate high-quality beauty products.
BON-00073,bought_engagement,1,58.1,masked_fraud,sports,84244,2356,123,46,6313,50,79828,7.55,125.6,35.8,0.95,0.302,0.308,0.88,0.537,0,🔥Motivational tips & tricks for athletes #SportsLife 🏋️‍♂️🏋️‍♀️ #HealthAndFitness,Great Motivation! || Love it! || Inspiring! || Keep up the awesome work!,Just finished a tough workout session 🏋️‍♂️💪 See you tomorrow! 🌆,My audience loves athletes looking to improve their game 🏦
BON-00074,engagement_pod,1,60.1,normal,fashion,144412,2414,2058,92,11981,190,179958,8.43,62.8,59.8,1.25,0.433,0.379,0.689,0.68,0,Discover trendy outfits - follow my fashion journey!,"Love this outfit! Check out my picks too. || Great style! I love it - where did you find it? || That bag is so chic - I need to get one! || Wow, such creativity in styling - inspiring!",Latest collection launch - shop now!,My audience loves unique fashion finds and trends
BON-00075,viral_legit,0,21.1,trap_clean,comedy,107158,2016,822,67,8340,92,22336,7.87,90.6,53.2,0.21,0.433,0.313,0.762,0.488,0,Laugh out loud with the best in comedy! - JesterGems,"LOL this was awesome! - Chuckles123 || Haha, perfect timing! - Jokester786 || Love your take on it! - Laughs999 || Totally relateable - ComedyBuff",Just shared my latest joke - Check it out!,Our audience loves relatable comedy and quick wit.
BON-00076,micro_real,0,7.7,trap_clean,parenting,2094,130,90,105,208,2,3119,10.1,74.9,16.1,1.49,0.619,0.452,0.724,0.59,0,Nurturing families - raising kids with kindness & wisdom. #ParentingJourney,Great advice! Sharing with my fellow parents - 🌈❤️ #ParentingTips || Love it! So inspiring - thank you for sharing. 🙏 #MomGoals || Absolutely right on point. Every parent needs these insights! 👍 #RaisingHeirs || Totally resonate with your message. Thanks for reminding us! 💖 #ParentingPioneers,Today's post - Raising Emotionally Intelligent Kids - a vital skill.,A loyal group of passionate parents looking for guidance & inspiration
BON-00077,ai_persona,1,77.9,normal,wellness,272686,6852,2091,71,12960,113,647077,4.79,114.5,39.8,2.37,0.409,0.448,0.642,0.374,1,I share simple wellness tips to improve your life.,"Love these tips! Can't wait to try them! || Thanks for sharing, really helpful. || Just what I needed to hear today!",Finding joy in the little things - make today count!,My audience loves quick tips and easy lifestyle changes.
BON-00078,engagement_pod,1,56.1,masked_fraud,fashion,6082,154,394,50,488,6,8244,8.13,73.4,39.5,1.36,0.183,0.19,0.836,0.717,0,Celebrating chic styles - everyday fashion tips & trends.,Love this outfit! You rock it! || Awesome style - where's my next inspiration? || So trendy - thanks for sharing! || Gorgeous! Love your color combo!,New season starts - ready to style? #fashionforward #springtrend,Mainly women aged 18-35 interested in modern fashion trends.
BON-00079,bought_engagement,1,65.9,masked_fraud,fitness,56315,1523,188,106,4163,36,55896,7.46,113.0,37.0,0.99,0.322,0.283,0.815,0.626,0,Fitness guru sharing workouts & tips for real life - join me!,"Love your routine! 💪 || Great advice, thank you! 🙏 || Amazing workout! 😍😍 || Fit and fabulous - you inspire me! 👍",Breaking it down - this is how I get leaner and stronger daily! #workoutmotivation,My audience loves balanced living and fitness challenges
BON-00080,bought_followers,1,77.5,masked_fraud,sports,375465,7877,2877,115,19689,264,268582,5.31,74.5,47.7,0.72,0.418,0.34,0.725,0.654,0,Thrives in the court - sharing tips & tricks with basketball fans.,"Good stuff! Love your insights. || Nice tips here, thanks for sharing. || Always learning from you! || Awesome post! Can't wait to read more.",Unlocking key moves in dribbling - watch & learn!,Mainly basketball enthusiasts interested in technique.
BON-00081,authentic_organic,0,8.5,normal,fashion,191719,17869,904,67,7989,160,46788,4.25,49.8,10.7,0.24,0.157,0.091,0.733,0.931,0,Dive into the latest trends & share your outfits - #fashionista,Love it! Can't wait to see more! || Great styling tips - so inspiring! || Always so chic - your outfit looks perfect! || Your latest look rocks! I wish I could dress like you.,Summer ready - time to rock these looks!,My audience loves fashion bloggers with a personal touch.
BON-00082,engagement_pod,1,53.7,normal,fashion,11434,200,1427,15,1030,11,24608,9.11,86.7,57.2,2.15,0.26,0.194,0.823,0.615,0,Fashionista sharing trends & tips - follow for more style hacks! #fashion #styleguru,"Love your color picks - mine too! 🎨 || Wore your favorite bag? Mine's similar! 👌 || Looks so soft - where can I buy it? 💖 || Great tips, always learning! 😊",New summer collection launch - stay tuned! 😍👗 #newarrivals #summeryoung,My audience loves street style and trendy outfits - from young professionals to fashion enthusiasts.
BON-00083,bought_engagement,1,71.4,normal,tech,41901,794,2162,84,4397,32,114120,10.57,134.4,52.8,2.72,0.374,0.424,0.781,0.611,0,Tech lover sharing the latest gadgets - join me!,Nice! || Love it! || Great post! ||,Check out my top tech picks for the week! #techgadgets #influencerreview,Tech enthusiasts and gadget lovers
BON-00084,bought_followers,1,75.2,normal,gaming,367268,12823,1214,84,16314,173,468182,4.49,94.0,28.6,1.27,0.627,0.691,0.407,0.675,0,Gaming lover - sharing tips & tricks for the best game experiences.,"Fun gaming tips! 👏 || Love your channel, awesome stuff! || Great channel, always learning new things. || Yay! More gaming advice, thanks!",New game release! Tips on how to get the most out of it! #GameAdvice #NewRelease,Audience enjoys gaming insights and tips from experienced players.
BON-00085,bought_engagement,1,65.1,normal,sports,66966,1653,143,34,8899,101,48219,13.44,87.3,40.5,0.72,0.488,0.366,0.799,0.317,0,Loving every minute of the game! 🏏 #sportslife,Awesome move! 💪 || Great game today! 🌈 || You're making my day! ❤️ || Yay! Another win! 🎉,Let's go for it! 🏏 #motivationmoment,Audience loves high-energy sports action
BON-00086,viral_legit,0,27.9,normal,finance,68132,1953,526,95,3721,54,30722,5.54,68.0,34.9,0.45,0.712,0.289,0.651,0.769,0,Financial guru sharing tips on investing - join me in mastering your finances!,"Great advice! Exactly what I need! || Thanks, I've been trying to figure this out. || So true - it's all about timing. || Wow, I needed to hear this!",Unlocking the secret to successful investing - learn more now!,My audience loves personal finance hacks and actionable advice.
BON-00087,micro_real,0,16.3,normal,comedy,2624,41,340,76,176,2,6275,6.8,84.8,64.0,2.39,0.233,0.127,0.76,0.695,0,Laugh every day with me! Join my comedy club.,"LOL awesome post! || Great gig, keep it up! || Love your content - always funny! || Haha, you're the life of the party!",Watch the funniest bit yet! Which one do you think rocks hardest? 🎭✨,"A warm, small but super engaged comedy community."
BON-00088,micro_real,0,3.5,normal,music,1771,32,954,78,90,1,2328,5.15,83.8,55.3,1.32,0.243,0.267,0.793,0.868,0,Discover the beat - live & love indie music! 🎶 #musiclover,"Love your vibes, cool head! ✨ || So happy to have you in my music loop! ❤️ || That's the vibe I like - original sounds! 👌 || Spreading love through music - awesome! 💖",Just added a new track - feel it live tonight! 🎹,A loyal group of music lovers who appreciate original tracks.
BON-00089,engagement_pod,1,70.4,normal,parenting,84503,1433,72,40,6734,92,33264,8.08,72.5,59.0,0.39,0.396,0.269,0.761,0.61,0,Nurturing families - everyday tips & adventures,Great tips! Love it - follow me! || Absolutely agree! Thanks for sharing. || Awesome insights! Support back - thanks! || I love your perspective! Follow along - I learn so much!,Parenting doesn't just start at home...it starts with us!,My audience loves practical parenting advice from experienced moms.
BON-00090,bought_followers,1,53.8,normal,finance,1458463,11724,705,24,40604,542,738324,2.82,74.8,124.4,0.51,0.764,0.57,0.439,0.699,0,Finance tips & tricks - everyday money saving advice.,Great tips! Thanks for sharing! || Love your insights on budgeting! || Very useful info you share here! || Thanks for the finance lesson!,Check out these easy ways to boost your savings! #financesavvy #budgeting,My audience is busy professionals looking to manage their finances better.
BON-00091,ai_persona,1,80.7,normal,travel,196451,3356,143,110,12784,108,419074,6.56,118.3,58.5,2.13,0.289,0.405,0.659,0.395,1,I'm @TravelWriter82 - sharing my adventures around the world.,- Love your outfits! 😎👗 || - Can't wait to visit where you're going! 🗺️ || - Enjoying every moment? 🌆🌞 || - Can't believe you're already back! 🚜,Just got back from Bali! 🏖️ Had the most incredible time!,The audience are avid travelers and photography enthusiasts looking for inspiration.
BON-00092,viral_legit,0,26.8,normal,finance,69383,1281,978,64,6822,107,169304,9.99,63.3,54.2,2.44,0.547,0.236,0.638,0.675,0,Finance pro sharing tips & tricks - Join me in mastering the game!,That's some serious info - thanks for sharing! :-) || Got any tips for beginners? 📈 || Just wanted to say awesome job on this post. || I love how you explain things so clearly.,5 Quick Tips to Boost Your Investment Returns in Q1 2023!,My audience loves clear explanations and actionable advice on investing.
BON-00093,bought_followers,1,72.9,masked_fraud,fitness,76203,1218,1268,110,4587,46,90343,6.08,99.4,62.6,1.19,0.327,0.388,0.66,0.616,0,Fit and fabulous - sharing daily workouts & motivation tips.,"Great workout tip! Thanks! || Love your routine, it keeps me motivated too! || Always looking so good! What's your secret? || Just wanna say thank you for making me feel inspired!","New month, new challenge! Let's aim for 3x more progress this week!",Mainly women aged 25-40 interested in fitness and health.
BON-00094,authentic_organic,0,11.9,trap_clean,photography,318670,11857,45,92,9348,179,499788,2.99,52.2,26.9,1.57,0.265,0.577,0.593,0.684,0,Nicé Photography - Capturing moments in color & black & white.,Love your balance! #photography || Your colors are so vibrant! || Every shot tells a story! || Such a unique perspective!,A behind-the-scenes peek at #7thDay - a day full of light & shadows.,My audience loves street photography and black & white aesthetics.
BON-00095,viral_legit,0,18.5,normal,food,256916,3793,144,119,16462,257,763393,6.51,64.0,67.7,2.97,0.6,0.258,0.793,0.696,0,Gourmet foodie sharing recipes & stories - love it! 🌟 #foodlovers,Yum so tasty! 👍 || Love your creativity in cooking! || Can't get enough of your dishes! || Your recipes are amazing!,Tried out this recipe? Love hearing your feedback - let me know what you think! 🥘❤️️,My audience loves home cooks who share their favorite recipes.
BON-00096,engagement_pod,1,59.6,masked_fraud,sports,113789,2967,69,104,6623,85,338973,5.9,77.2,38.4,2.98,0.263,0.326,0.738,0.73,0,Sports enthusiast sharing tips & behind-the-scenes action. Follow for updates!,"Love your drills tip, check out my page! || Great game review! Support back. || Nice shot, love it - follow me too! || Always inspiring, congrats on the win!",Just watched a fantastic basketball match - so exciting!,My audience loves to watch high-quality sport action replays and tips.
BON-00097,viral_legit,0,27.6,normal,gaming,151057,3005,946,89,15066,143,432130,10.07,104.7,50.3,2.86,0.613,0.256,0.734,0.711,0,I'm playing through the latest games! 🎮 #GamerLife #GamingTips,"Haha! That sounds like so much fun! || Gotta try it out, man! || Can't wait to see which game you'll pick next. || Awesome! I love new game vibes!",Latest update - I'm trying out this exciting new game! Excited to share more soon!,My audience loves immersive gaming experiences and new game releases.
BON-00098,bought_engagement,1,78.7,normal,fashion,23372,693,290,20,2931,27,11190,12.66,105.0,33.7,0.48,0.287,0.339,0.736,0.354,0,Hi everyone! 💄 Fashion lover here sharing trends & tips.,"Wearing so cute outfit today - love it! || Gorgeous dress, perfect summer look! || That bag looks so chic, where did you get it? || Your style is so inspiring, thanks for sharing!",Summer is in full swing! Perfect for all your chic outfits 👍,My audience loves trendy fashion and wants to know what's hot.
BON-00099,ai_persona,1,78.6,masked_fraud,sports,759534,16758,938,17,26597,396,1050039,3.55,67.0,45.3,1.38,0.306,0.247,0.674,0.767,1,Genius tips & quick stats - your ultimate go-to sports expert!,"Great tip! Thanks @sportshero || Agreed! Share more! || Awesome advice as always @sportshero || Loved your post, great insights!",Breaking down today's game - watch & learn! #sportstips #gameday,Primarily follows young athletes and fitness enthusiasts
BON-00100,lightly_boosted,0,26.1,normal,wellness,156413,2454,61,91,5379,41,407908,3.47,128.5,63.7,2.61,0.398,0.249,0.728,0.613,0,Holistic wellness advocate sharing tips on mindfulness & self-care.,Great advice! Love it! || I feel more motivated to take care of myself. || Always learning something new. || Such a wise post. Thank you!,Discover ways to enhance your well-being today!,Mainly young professionals looking to improve their health and happiness.
